,Unnamed: 0,Dataset_ID,Organ_major,Organ_specific,Platform,Count_filtered,Mito_filtered,Gene_filtered,Pct_filtered,Total_cells,Total_cells_passed,Source,pubmed_id,pubmed_link,doi,accession
171,171,651199,pancreas,{'pancreas'},Dropseq,4,1.66,2.825,5.415,20000,18917,"Fang, Z. et al. Single-Cell Heterogeneity Analysis and CRISPR Screen Identify Key β-Cell-Specific Disease Genes. Cell Rep. 26, 3132–3144.e7 (2019).",30865899,https://pubmed.ncbi.nlm.nih.gov/30865899/,10.1016/j.celrep.2019.02.043,
172,172,958132,pancreas,{'pancreas'},Dropseq,5.375,3.05,3.775,6.365,20000,18727,"Fang, Z. et al. Single-Cell Heterogeneity Analysis and CRISPR Screen Identify Key β-Cell-Specific Disease Genes. Cell Rep. 26, 3132–3144.e7 (2019).",30865899,https://pubmed.ncbi.nlm.nih.gov/30865899/,10.1016/j.celrep.2019.02.043,
173,173,132588,immune,{'T_cells'},10x,1.37327794,0.0043735,17.41089,18.7841679,22865,18570,"Franzén, O., Gan, L.-M. & Björkegren, J. L. M. PanglaoDB: a web server for exploration of mouse and human single-cell RNA sequencing data. Database 2019, (2019).",,,,
174,174,736596,kidney,{'kidney_organoid'},droplet,2.18336093,2.34892384,0,4.53228477,19328,18452,"Wu, H. et al. Comparative Analysis and Refinement of Human PSC-Derived Kidney Organoid Differentiation with Single-Cell Transcriptomics. Cell Stem Cell 23, 869–881.e8 (2018).",30449713,https://pubmed.ncbi.nlm.nih.gov/30449713/,10.1016/j.stem.2018.10.010,
175,175,704045,airway,{'airway'},droplet,2.85699141,0.02120216,0.00530054,2.88349412,18866,18322,"Plasschaert, L. W. et al. A single-cell atlas of the airway epithelium reveals the CFTR-rich pulmonary ionocyte. Nature 560, 377–381 (2018).",30069046,https://pubmed.ncbi.nlm.nih.gov/30069046/,10.1038/s41586-018-0394-6,
176,176,765043,eye,{'retina'},droplet,2.21833679,0.00546388,0,2.22380068,18302,17895,"Sridhar, A. et al. Single-Cell Transcriptomic Comparison of Human Fetal Retina, hPSC-Derived Retinal Organoids, and Long-Term Retinal Cultures. Cell Rep. 30, 1644–1659.e4 (2020).",32023475,https://pubmed.ncbi.nlm.nih.gov/32023475/,10.1016/j.celrep.2020.01.007,GSE142526
177,177,865283,immune,{'t_cells'},droplet,1.59318471,0,0,1.59318471,18077,17789,"Rasouli, J. et al. A distinct GM-CSF+ T helper cell subset requires T-bet to adopt a TH1 phenotype and promote neuroinflammation. Sci Immunol 5, (2020).",,,,
178,178,711830,immune,{'blood'},10X_3'_v2,0.48709479,0.03359274,0,0.52068753,17861,17768,"Zhou, L. et al. Single-Cell RNA-Seq Analysis Uncovers Distinct Functional Human NKT Cell Sub-Populations in Peripheral Blood. Front Cell Dev Biol 8, 384 (2020).",32528956,https://pubmed.ncbi.nlm.nih.gov/32528956/,10.3389/fcell.2020.00384,
179,179,942066,immune,{'bronchoalveolar_immune'},droplet,1.86765684,0.07758812,0,1.93970295,18044,17694,"Liao, M. et al. Single-cell landscape of bronchoalveolar immune cells in patients with COVID-19. Nat. Med. 26, 842–844 (2020).",32398875,https://pubmed.ncbi.nlm.nih.gov/32398875/,10.1038/s41591-020-0901-9,
180,180,105274,adipose,{'Adipose'},10x,0.96240432,0.05628095,0.23075191,1.24943719,17768,17546,"Phipson, B. et al. Evaluation of variability in human kidney organoids. Nat. Methods 16, 79–87 (2019).",30573816,https://pubmed.ncbi.nlm.nih.gov/30573816/,10.1038/s41592-018-0253-2,
181,181,542098,skin,{'skin_epidermis'},10X_v2,2.51872399,0.84882108,0,3.36754508,18025,17418,"Rosa, F. F. et al. Direct reprogramming of fibroblasts into antigen-presenting dendritic cells. Sci Immunol 3, (2018).",30530727,https://pubmed.ncbi.nlm.nih.gov/30530727/,pii: eaau4292. doi: 10.1126/sciimmunol.aau4292,GSE103618
182,182,484452,lung,{'Lung_proximal_airway_stromal_cells'},10x,1.16780763,0.3681758,0.01725824,1.55324167,17383,17113,"Wang, C. et al. Expansion of hedgehog disrupts mesenchymal identity and induces emphysema phenotype. J. Clin. Invest. 128, 4343–4358 (2018).",29999500,https://pubmed.ncbi.nlm.nih.gov/29999500/,10.1172/JCI99435,
183,183,608541,various,"{'juxtamedullary_cortex', 'unlabeled', 'inner_cell_mass', 'outer_cortex_of_kidney'}",droplet,1.37459055,0.93004212,0,2.30463266,17096,16702,"Tran, T. et al. In Vivo Developmental Trajectories of Human Podocyte Inform In Vitro Differentiation of Pluripotent Stem Cell-Derived Podocytes. Dev. Cell 50, 102–116.e6 (2019).",,,,
184,184,945214,testis,{'Testicular_cells'},10x,2.25448536,0.33050047,0,2.58498584,16944,16506,"Franzén, O., Gan, L.-M. & Björkegren, J. L. M. PanglaoDB: a web server for exploration of mouse and human single-cell RNA sequencing data. Database 2019, (2019).",,,,
185,185,204866,pancreas,{'pancreas'},Dropseq,2.26,0.71,15.835,17.745,20000,16451,"Fang, Z. et al. Single-Cell Heterogeneity Analysis and CRISPR Screen Identify Key β-Cell-Specific Disease Genes. Cell Rep. 26, 3132–3144.e7 (2019).",30865899,https://pubmed.ncbi.nlm.nih.gov/30865899/,10.1016/j.celrep.2019.02.043,
186,186,915020,immune,{'Peripheral_blood_mononuclear_cells'},10x,1.57447065,0.08445436,0.00603245,1.65289256,16577,16303,"Kang, H. M. et al. Multiplexed droplet single-cell RNA-sequencing using natural genetic variation. Nat. Biotechnol. 36, 89–94 (2018).",29227470,https://pubmed.ncbi.nlm.nih.gov/29227470/,10.1038/nbt.4042,
187,187,307242,brain,{'Brain'},10x,2.41940325,0.4022333,0.00600348,2.82764003,16657,16186,"Karow, M. et al. Direct pericyte-to-neuron reprogramming via unfolding of a neural stem cell-like program. Nat. Neurosci. 21, 932–940 (2018).",29915193,https://pubmed.ncbi.nlm.nih.gov/29915193/,10.1038/s41593-018-0168-3,
188,188,772462,immune,{'Peripheral_blood_mononuclear_cells'},10x,1.54810173,0.06757587,0.00614326,1.62182086,16278,16014,"Kang, H. M. et al. Multiplexed droplet single-cell RNA-sequencing using natural genetic variation. Nat. Biotechnol. 36, 89–94 (2018).",29227470,https://pubmed.ncbi.nlm.nih.gov/29227470/,10.1038/nbt.4042,
189,189,719626,kidney,{'Fetal_kidney'},drop-seq,0.71458851,0.47235511,3.57899836,4.76594199,16513,15726,"Menon, R. et al. Single-cell analysis of progenitor cell dynamics and lineage specification in the human fetal kidney. Development 145, (2018).",30166318,https://pubmed.ncbi.nlm.nih.gov/30166318/,10.1242/dev.164038,
190,190,429659,endothelial,{'Umbilical_vein_endothelial_cells'},10x,0.94896933,0.5216189,0,1.47058824,15912,15678,"Zirkel, A. et al. HMGB2 Loss upon Senescence Entry Disrupts Genomic Organization and Induces CTCF Clustering across Cell Types. Mol. Cell 70, 730–744.e6 (2018).",29706538,https://pubmed.ncbi.nlm.nih.gov/29706538/,10.1016/j.molcel.2018.03.030,
191,191,568032,adipose,{'Adipose'},10x,0.6275355,0.26622718,0.13945233,1.03321501,15776,15613,"Phipson, B. et al. Evaluation of variability in human kidney organoids. Nat. Methods 16, 79–87 (2019).",30573816,https://pubmed.ncbi.nlm.nih.gov/30573816/,10.1038/s41592-018-0253-2,
192,192,432635,kidney,{'kidney_organoid'},droplet,1.68407724,0.32921811,0,2.01329535,15795,15477,"Wu, H. et al. Comparative Analysis and Refinement of Human PSC-Derived Kidney Organoid Differentiation with Single-Cell Transcriptomics. Cell Stem Cell 23, 869–881.e8 (2018).",30449713,https://pubmed.ncbi.nlm.nih.gov/30449713/,10.1016/j.stem.2018.10.010,
193,193,376278,kidney,{'kidney_organoid'},droplet,1.68833689,0.42693577,0,2.10880393,15459,15133,"Wu, H. et al. Comparative Analysis and Refinement of Human PSC-Derived Kidney Organoid Differentiation with Single-Cell Transcriptomics. Cell Stem Cell 23, 869–881.e8 (2018).",30449713,https://pubmed.ncbi.nlm.nih.gov/30449713/,10.1016/j.stem.2018.10.010,
194,194,596182,immune,{'T_cells'},10x,1.26757774,0.51495346,0.13203935,1.53165643,15147,14915,"Schulthess, J. et al. The Short Chain Fatty Acid Butyrate Imprints an Antimicrobial Program in Macrophages. Immunity 50, 432–445.e7 (2019).",30683619,https://pubmed.ncbi.nlm.nih.gov/30683619/,10.1016/j.immuni.2018.12.018,
195,195,510485,stomach,{'stomach'},sci-RNA-seq3,1.60481444,0.05349381,0,1.65830826,14955,14707,"Cao, J. et al. A human cell atlas of fetal gene expression. Science 370, eaba7721 (2020).",33184181,https://pubmed.ncbi.nlm.nih.gov/33184181/,10.1126/science.aba7721,
196,196,679747,immune,{'t_cells'},droplet,1.78065561,0,0,1.78065561,14826,14562,"Rasouli, J. et al. A distinct GM-CSF+ T helper cell subset requires T-bet to adopt a TH1 phenotype and promote neuroinflammation. Sci Immunol 5, (2020).",,,,
197,197,778422,lung,{'lung parenchyma'},droplet,0.99465458,0.52100954,0,1.51566412,14779,14555,"Vieira Braga, F. A. et al. A cellular census of human lungs identifies novel cell states in health and in asthma. Nat. Med. 25, 1153–1163 (2019).",31209336,https://pubmed.ncbi.nlm.nih.gov/31209336/,10.1038/s41591-019-0468-5,
198,198,143697,testis,{'Testis'},10x,2.20515198,2.35083769,0,4.55598967,15101,14413,"Hermann, B. P. et al. The Mammalian Spermatogenesis Single-Cell Transcriptome, from Spermatogonial Stem Cells to Spermatids. Cell Rep. 25, 1650–1667.e8 (2018).",30404016,https://pubmed.ncbi.nlm.nih.gov/30404016/,10.1016/j.celrep.2018.10.026,
199,199,439709,cord_blood,{'umbilical cord blood'},droplet,1.72950536,0.02075406,0,1.75025943,14455,14202,"Norelli, M. et al. Monocyte-derived IL-1 and IL-6 are differentially required for cytokine-release syndrome and neurotoxicity due to CAR T cells. Nat. Med. 24, 739–748 (2018).",29808007,https://pubmed.ncbi.nlm.nih.gov/29808007/,10.1038/s41591-018-0036-4,
200,200,768284,airway,{'airway'},droplet,2.67335578,0.01374476,0.00687238,2.69397292,14551,14159,"Plasschaert, L. W. et al. A single-cell atlas of the airway epithelium reveals the CFTR-rich pulmonary ionocyte. Nature 560, 377–381 (2018).",30069046,https://pubmed.ncbi.nlm.nih.gov/30069046/,10.1038/s41586-018-0394-6,
201,201,607936,brain,{'Substantia_nigra'},10x,1.36490251,0.09749304,0.66852368,2.13091922,14360,14054,"Franzén, O., Gan, L.-M. & Björkegren, J. L. M. PanglaoDB: a web server for exploration of mouse and human single-cell RNA sequencing data. Database 2019, (2019).",,,,
202,202,658217,immune,{'t_cells'},droplet,1.80218533,0,0,1.80218533,14094,13840,"Rasouli, J. et al. A distinct GM-CSF+ T helper cell subset requires T-bet to adopt a TH1 phenotype and promote neuroinflammation. Sci Immunol 5, (2020).",,,,
203,203,110817,eye,{'eye'},10x,1.84109899,0.19119105,0,2.02520889,14122,13836,"Orozco, L. D. et al. Integration of eQTL and a Single-Cell Atlas in the Human Eye Identifies Causal Genes for Age-Related Macular Degeneration. Cell Rep. 30, 1246–1259.e6 (2020).",,,,
204,204,666511,brain,{'Human_embryo_forebrain'},10x,1.29452153,0.69374911,0,1.98827063,13982,13704,"Hermann, B. P. et al. The Mammalian Spermatogenesis Single-Cell Transcriptome, from Spermatogonial Stem Cells to Spermatids. Cell Rep. 25, 1650–1667.e8 (2018).",30404016,https://pubmed.ncbi.nlm.nih.gov/30404016/,10.1016/j.celrep.2018.10.026,
205,205,944886,eye,{'eye'},10x,1.58753067,0.26699379,0,1.84009237,13858,13603,"Orozco, L. D. et al. Integration of eQTL and a Single-Cell Atlas in the Human Eye Identifies Causal Genes for Age-Related Macular Degeneration. Cell Rep. 30, 1246–1259.e6 (2020).",,,,
206,206,109722,immune,{'t_cells'},droplet,1.66071819,0,0,1.66071819,13729,13501,"Rasouli, J. et al. A distinct GM-CSF+ T helper cell subset requires T-bet to adopt a TH1 phenotype and promote neuroinflammation. Sci Immunol 5, (2020).",,,,
207,207,841229,bone_marrow,{'Bone_marrow'},10x,0.88820377,0.06606474,0.0807458,1.03501431,13623,13482,"Franzén, O., Gan, L.-M. & Björkegren, J. L. M. PanglaoDB: a web server for exploration of mouse and human single-cell RNA sequencing data. Database 2019, (2019).",,,,
208,208,614950,immune,{'T_cells'},10x,1.78985996,0.25462443,0.04493372,1.9770838,13353,13089,"Schulthess, J. et al. The Short Chain Fatty Acid Butyrate Imprints an Antimicrobial Program in Macrophages. Immunity 50, 432–445.e7 (2019).",30683619,https://pubmed.ncbi.nlm.nih.gov/30683619/,10.1016/j.immuni.2018.12.018,
209,209,705630,prostate,{'Prostate'},10x,1.56912322,1.40551796,0,2.96720458,13447,13048,"Franzén, O., Gan, L.-M. & Björkegren, J. L. M. PanglaoDB: a web server for exploration of mouse and human single-cell RNA sequencing data. Database 2019, (2019).",,,,
210,210,837845,eye,{'eye'},10x,1.81845734,0.21215336,0,2.0306107,13198,12930,"Orozco, L. D. et al. Integration of eQTL and a Single-Cell Atlas in the Human Eye Identifies Causal Genes for Age-Related Macular Degeneration. Cell Rep. 30, 1246–1259.e6 (2020).",,,,
211,211,766655,eye,{'retina'},droplet,1.75101759,0.59135243,0,2.34237002,13021,12716,"Menon, M. et al. Single-cell transcriptomic atlas of the human retina identifies cell types associated with age-related macular degeneration. Nature Communications vol. 10 (2019).",31653841,https://pubmed.ncbi.nlm.nih.gov/31653841/,10.1038/s41467-019-12780-8,GSE137537
212,212,282253,immune,{'t_cells'},droplet,1.59632456,0,0,1.59632456,12842,12637,"Rasouli, J. et al. A distinct GM-CSF+ T helper cell subset requires T-bet to adopt a TH1 phenotype and promote neuroinflammation. Sci Immunol 5, (2020).",,,,
213,213,946195,thymus,{'thymus'},sci-RNA-seq3,1.87138213,0.00792959,0,1.87931171,12611,12374,"Cao, J. et al. A human cell atlas of fetal gene expression. Science 370, eaba7721 (2020).",33184181,https://pubmed.ncbi.nlm.nih.gov/33184181/,10.1126/science.aba7721,
214,214,135460,adipose,{'Adipose'},10x,0.66629204,0.28096652,0.24885606,1.19611463,12457,12308,"Phipson, B. et al. Evaluation of variability in human kidney organoids. Nat. Methods 16, 79–87 (2019).",30573816,https://pubmed.ncbi.nlm.nih.gov/30573816/,10.1038/s41592-018-0253-2,
215,215,777157,eye,{'eye'},10x,1.37462602,0.37195763,0,1.74658365,12367,12151,"Orozco, L. D. et al. Integration of eQTL and a Single-Cell Atlas in the Human Eye Identifies Causal Genes for Age-Related Macular Degeneration. Cell Rep. 30, 1246–1259.e6 (2020).",,,,
216,216,376717,large_intestine,{'Inflamed_area_of_colon'},10x,1.05521472,0.21267894,0,1.26789366,12225,12070,"Parikh, K. et al. Colonic epithelial cell diversity in health and inflammatory bowel disease. Nature 567, 49–55 (2019).",30814735,https://pubmed.ncbi.nlm.nih.gov/30814735/,10.1038/s41586-019-0992-y,
217,217,901003,eye,{'eye'},10x,1.30788846,0.34547997,0,1.64514272,12157,11957,"Orozco, L. D. et al. Integration of eQTL and a Single-Cell Atlas in the Human Eye Identifies Causal Genes for Age-Related Macular Degeneration. Cell Rep. 30, 1246–1259.e6 (2020).",,,,
218,218,909108,breast,{'Mammary_gland'},10x,1.11362304,0.81219124,0.01674621,1.9425605,11943,11711,"Franzén, O., Gan, L.-M. & Björkegren, J. L. M. PanglaoDB: a web server for exploration of mouse and human single-cell RNA sequencing data. Database 2019, (2019).",,,,
219,219,996585,large_intestine,{'Colon'},10x,3.05381314,0.33014196,0.00825355,3.39220865,12116,11705,"Parikh, K. et al. Colonic epithelial cell diversity in health and inflammatory bowel disease. Nature 567, 49–55 (2019).",30814735,https://pubmed.ncbi.nlm.nih.gov/30814735/,10.1038/s41586-019-0992-y,
220,220,958850,lymph_node,{'Lymph_node'},10x,1.77074423,0.03421728,1.53977759,3.33618477,11690,11300,"Milpied, P. et al. Human germinal center transcriptional programs are de-synchronized in B cell lymphoma. Nat. Immunol. 19, 1013–1024 (2018).",30104629,https://pubmed.ncbi.nlm.nih.gov/30104629/,10.1038/s41590-018-0181-4,
221,221,609059,lung,{'Lungs'},drop-seq,2.02002762,0.18128453,1.39848066,3.59979282,11584,11167,"Franzén, O., Gan, L.-M. & Björkegren, J. L. M. PanglaoDB: a web server for exploration of mouse and human single-cell RNA sequencing data. Database 2019, (2019).",,,,
222,222,131158,bone_marrow,{'CD34+_bone_marrow'},10x,1.51918977,0,0,1.51918977,11256,11085,"Hua, P. et al. Single-cell analysis of bone marrow-derived CD34+ cells from children with sickle cell disease and thalassemia. Blood 134, 2111–2115 (2019).",31697810,https://pubmed.ncbi.nlm.nih.gov/31697810/,10.1182/blood.2019002301,
223,223,613839,immune,{'bronchoalveolar_immune'},droplet,0.62977958,0.05398111,0,0.68376068,11115,11039,"Liao, M. et al. Single-cell landscape of bronchoalveolar immune cells in patients with COVID-19. Nat. Med. 26, 842–844 (2020).",32398875,https://pubmed.ncbi.nlm.nih.gov/32398875/,10.1038/s41591-020-0901-9,
224,224,523202,immune,{'T_cells'},10x,1.55304027,1.65833114,0,3.21137141,11397,11031,"Schulthess, J. et al. The Short Chain Fatty Acid Butyrate Imprints an Antimicrobial Program in Macrophages. Immunity 50, 432–445.e7 (2019).",30683619,https://pubmed.ncbi.nlm.nih.gov/30683619/,10.1016/j.immuni.2018.12.018,
225,225,781770,eye,{'eye'},10x,1.88747731,0.22686025,0,2.09618875,11020,10789,"Orozco, L. D. et al. Integration of eQTL and a Single-Cell Atlas in the Human Eye Identifies Causal Genes for Age-Related Macular Degeneration. Cell Rep. 30, 1246–1259.e6 (2020).",,,,
226,226,287987,bone_marrow,{'CD34+_bone_marrow'},10x,1.50180773,0,0,1.50180773,10787,10625,"Hua, P. et al. Single-cell analysis of bone marrow-derived CD34+ cells from children with sickle cell disease and thalassemia. Blood 134, 2111–2115 (2019).",31697810,https://pubmed.ncbi.nlm.nih.gov/31697810/,10.1182/blood.2019002301,
227,227,370710,kidney,{'kidney'},10x,1.81547342,0.2793036,0,2.0854669,10741,10517,"Su, C. et al. Single-Cell RNA Sequencing in Multiple Pathologic Types of Renal Cell Carcinoma Revealed Novel Potential Tumor-Specific Markers. Front. Oncol. 11, 719564 (2021).",34722263,https://pubmed.ncbi.nlm.nih.gov/34722263/,10.3389/fonc.2021.719564,GSE152938
228,228,310502,bone_marrow,{'Bone_marrow'},10x,1.80111859,0.08531614,0.00947957,1.8959143,10549,10349,"Franzén, O., Gan, L.-M. & Björkegren, J. L. M. PanglaoDB: a web server for exploration of mouse and human single-cell RNA sequencing data. Database 2019, (2019).",,,,
229,229,473622,skin,{'skin'},droplet,1.22798667,0.87577344,0,2.10376011,10505,10284,"Daniszewski, M. et al. Single-Cell Profiling Identifies Key Pathways Expressed by iPSCs Cultured in Different Commercial Media. iScience 7, 30–39 (2018).",30267684,https://pubmed.ncbi.nlm.nih.gov/30267684/,10.1016/j.isci.2018.08.016,
230,230,486286,immune,{'bronchoalveolar_immune'},droplet,1.0225738,0.03858769,0,1.06116149,10366,10256,"Liao, M. et al. Single-cell landscape of bronchoalveolar immune cells in patients with COVID-19. Nat. Med. 26, 842–844 (2020).",32398875,https://pubmed.ncbi.nlm.nih.gov/32398875/,10.1038/s41591-020-0901-9,
231,231,967918,eye,{'eye'},10x,1.64375661,0.18263962,0,1.82639623,10403,10213,"Orozco, L. D. et al. Integration of eQTL and a Single-Cell Atlas in the Human Eye Identifies Causal Genes for Age-Related Macular Degeneration. Cell Rep. 30, 1246–1259.e6 (2020).",,,,
232,232,357544,eye,{'eye'},10x,2.04695382,0.24253007,0,2.2894839,10308,10072,"Orozco, L. D. et al. Integration of eQTL and a Single-Cell Atlas in the Human Eye Identifies Causal Genes for Age-Related Macular Degeneration. Cell Rep. 30, 1246–1259.e6 (2020).",,,,
233,233,426132,eye,{'eye'},10x,1.58326818,0.22478499,0,1.79827991,10232,10048,"Orozco, L. D. et al. Integration of eQTL and a Single-Cell Atlas in the Human Eye Identifies Causal Genes for Age-Related Macular Degeneration. Cell Rep. 30, 1246–1259.e6 (2020).",,,,
234,234,369136,immune,{'bronchoalveolar_immune'},droplet,2.12289415,0.10711851,0,2.21053657,10269,10042,"Liao, M. et al. Single-cell landscape of bronchoalveolar immune cells in patients with COVID-19. Nat. Med. 26, 842–844 (2020).",32398875,https://pubmed.ncbi.nlm.nih.gov/32398875/,10.1038/s41591-020-0901-9,
235,235,777389,heart,{'pluripotent_derived_endothelial'},droplet,0.69630956,0.02984184,0,0.7261514,10053,9980,"McCracken, I. R. et al. Transcriptional dynamics of pluripotent stem cell-derived endothelial cell differentiation revealed by single-cell RNA sequencing. Eur. Heart J. 41, 1024–1036 (2020).",31242503,https://pubmed.ncbi.nlm.nih.gov/31242503/,10.1093/eurheartj/ehz351,
236,236,333707,prostate,{'Prostate'},10x,1.46346287,0.53396618,0.00988826,2.00731731,10113,9910,"Franzén, O., Gan, L.-M. & Björkegren, J. L. M. PanglaoDB: a web server for exploration of mouse and human single-cell RNA sequencing data. Database 2019, (2019).",,,,
237,237,760666,prostate,{'Prostate'},10x,1.06983655,0.80237741,0.01981179,1.89202576,10095,9904,"Franzén, O., Gan, L.-M. & Björkegren, J. L. M. PanglaoDB: a web server for exploration of mouse and human single-cell RNA sequencing data. Database 2019, (2019).",,,,
238,238,483130,large_intestine,{'Colon'},10x,2.84202274,0.37240298,0,3.21442572,10204,9876,"Parikh, K. et al. Colonic epithelial cell diversity in health and inflammatory bowel disease. Nature 567, 49–55 (2019).",30814735,https://pubmed.ncbi.nlm.nih.gov/30814735/,10.1038/s41586-019-0992-y,
239,239,133527,bone_marrow,{'Bone_marrow'},10x,1.88040991,0.14923888,0,1.95005472,10051,9855,"Franzén, O., Gan, L.-M. & Björkegren, J. L. M. PanglaoDB: a web server for exploration of mouse and human single-cell RNA sequencing data. Database 2019, (2019).",,,,
240,240,110773,prostate,{'Prostate'},10x,2.19725592,1.89898588,0,4.0962418,10058,9646,"Franzén, O., Gan, L.-M. & Björkegren, J. L. M. PanglaoDB: a web server for exploration of mouse and human single-cell RNA sequencing data. Database 2019, (2019).",,,,
241,241,161395,prostate,{'Prostate'},10x,1.32277783,2.85599759,0.02004209,4.19881752,9979,9560,"Franzén, O., Gan, L.-M. & Björkegren, J. L. M. PanglaoDB: a web server for exploration of mouse and human single-cell RNA sequencing data. Database 2019, (2019).",,,,
242,242,530774,bone,{'pluripotent_derived_chondrocytes'},droplet,2.33254206,0.01032098,0,2.34286304,9689,9462,"Wu, C.-L. et al. Single cell transcriptomic analysis of human pluripotent stem cell chondrogenesis. Nat. Commun. 12, 362 (2021).",33441552,https://pubmed.ncbi.nlm.nih.gov/33441552/,10.1038/s41467-020-20598-y,GSE160786
243,243,406239,airway,{'airway'},droplet,2.74634849,0.03085785,0.0411438,2.81835013,9722,9448,"Plasschaert, L. W. et al. A single-cell atlas of the airway epithelium reveals the CFTR-rich pulmonary ionocyte. Nature 560, 377–381 (2018).",30069046,https://pubmed.ncbi.nlm.nih.gov/30069046/,10.1038/s41586-018-0394-6,
244,244,930362,placenta,{'Placenta'},10x,1.28205128,0.89639358,0.04169272,2.22013759,9594,9381,"Franzén, O., Gan, L.-M. & Björkegren, J. L. M. PanglaoDB: a web server for exploration of mouse and human single-cell RNA sequencing data. Database 2019, (2019).",,,,
245,245,154355,prostate,{'Prostate'},10x,1.52432658,0.7517227,0,2.26560869,9578,9361,"Franzén, O., Gan, L.-M. & Björkegren, J. L. M. PanglaoDB: a web server for exploration of mouse and human single-cell RNA sequencing data. Database 2019, (2019).",,,,
246,246,169499,bladder,{'bladder'},10x,2.3983316,0,0,2.3983316,9590,9360,"Yu, Z. et al. Single-Cell Transcriptomic Map of the Human and Mouse Bladders. J. Am. Soc. Nephrol. 30, 2159–2176 (2019).",31462402,https://pubmed.ncbi.nlm.nih.gov/31462402/,10.1681/ASN.2019040335,GSE129845
247,247,895290,kidney,{'Fetal_kidney'},drop-seq,0.93121057,0.84109342,4.98648243,6.75878642,9987,9312,"Menon, R. et al. Single-cell analysis of progenitor cell dynamics and lineage specification in the human fetal kidney. Development 145, (2018).",30166318,https://pubmed.ncbi.nlm.nih.gov/30166318/,10.1242/dev.164038,
248,248,568651,pancreas,{'Pancreatic_progenitor_cells'},10x,1.78817056,0.61369167,0.01058089,2.41244313,9451,9223,"Franzén, O., Gan, L.-M. & Björkegren, J. L. M. PanglaoDB: a web server for exploration of mouse and human single-cell RNA sequencing data. Database 2019, (2019).",,,,
249,249,563326,testis,{'Testis'},10x,0.74954492,0.73883713,0,1.48838205,9339,9200,"Hermann, B. P. et al. The Mammalian Spermatogenesis Single-Cell Transcriptome, from Spermatogonial Stem Cells to Spermatids. Cell Rep. 25, 1650–1667.e8 (2018).",30404016,https://pubmed.ncbi.nlm.nih.gov/30404016/,10.1016/j.celrep.2018.10.026,
250,250,970609,heart,{'pluripotent_derived_endothelial'},droplet,1.22607012,0.010755,0,1.23682512,9298,9183,"McCracken, I. R. et al. Transcriptional dynamics of pluripotent stem cell-derived endothelial cell differentiation revealed by single-cell RNA sequencing. Eur. Heart J. 41, 1024–1036 (2020).",31242503,https://pubmed.ncbi.nlm.nih.gov/31242503/,10.1093/eurheartj/ehz351,
251,251,827743,prostate,{'Prostate'},10x,1.11277552,0.85598117,0,1.96875669,9346,9162,"Franzén, O., Gan, L.-M. & Björkegren, J. L. M. PanglaoDB: a web server for exploration of mouse and human single-cell RNA sequencing data. Database 2019, (2019).",,,,
252,252,768204,immune,{'T_cells'},10x,0.68920249,0.24067389,0.01093972,0.71108194,9141,9076,"Schulthess, J. et al. The Short Chain Fatty Acid Butyrate Imprints an Antimicrobial Program in Macrophages. Immunity 50, 432–445.e7 (2019).",30683619,https://pubmed.ncbi.nlm.nih.gov/30683619/,10.1016/j.immuni.2018.12.018,
253,253,293516,prostate,{'Prostate'},10x,1.37252783,0.62682373,0.02161461,2.02096617,9253,9066,"Franzén, O., Gan, L.-M. & Björkegren, J. L. M. PanglaoDB: a web server for exploration of mouse and human single-cell RNA sequencing data. Database 2019, (2019).",,,,
254,254,284385,large_intestine,{'Colon'},10x,3.14236853,0.35271484,0,3.49508337,9356,9029,"Parikh, K. et al. Colonic epithelial cell diversity in health and inflammatory bowel disease. Nature 567, 49–55 (2019).",30814735,https://pubmed.ncbi.nlm.nih.gov/30814735/,10.1038/s41586-019-0992-y,
255,255,687934,bone_marrow,{'Bone_marrow'},10x,2.90791599,0.18309101,0.02154012,3.11254712,9285,8996,"Franzén, O., Gan, L.-M. & Björkegren, J. L. M. PanglaoDB: a web server for exploration of mouse and human single-cell RNA sequencing data. Database 2019, (2019).",,,,
256,256,316303,kidney,{'kidney_organoid'},droplet,2.37214363,0.27203482,0,2.62241567,9190,8949,"Wu, H. et al. Comparative Analysis and Refinement of Human PSC-Derived Kidney Organoid Differentiation with Single-Cell Transcriptomics. Cell Stem Cell 23, 869–881.e8 (2018).",30449713,https://pubmed.ncbi.nlm.nih.gov/30449713/,10.1016/j.stem.2018.10.010,
257,257,440590,kidney,{'Kidney_organoids'},drop-seq,1.91017037,2.77749097,2.98399587,7.6716572,9685,8942,"Czerniecki, S. M. et al. High-Throughput Screening Enhances Kidney Organoid Differentiation from Human Pluripotent Stem Cells and Enables Automated Multidimensional Phenotyping. Cell Stem Cell 22, 929–940.e4 (2018).",29779890,https://pubmed.ncbi.nlm.nih.gov/29779890/,10.1016/j.stem.2018.04.022,
258,258,840539,immune,{'T_cells'},drop-seq,2.25905204,1.48844083,1.98458778,5.73208065,9473,8930,"Franzén, O., Gan, L.-M. & Björkegren, J. L. M. PanglaoDB: a web server for exploration of mouse and human single-cell RNA sequencing data. Database 2019, (2019).",,,,
